Employee_ID,First_Name,Last_Name,Gender,Date_of_Birth,Email_Address,Phone_Number,State_of_Origin,Department,Job_Title,Employment_Type,Employment_Status,Date_of_Hire,Date_of_Exit,Monthly_Gross_Salary_NGN,Bank_Name,Bank_Account_Number,Education_Level,Years_of_Experience,Annual_Leave_Balance_Days,Performance_Rating_2024,Manager_Employee_ID,Office_Location,National_ID_Number,Tax_Identification_Number
EMP-00415,Chidinma,Nwofor,F,9/18/1986,chidinma.nwofor@gtechsolutions.com.ng,2.34E+11,Edo,Legal,Legal Officer,Part-Time,Active,12/5/2024,,649.0K,Zenith Bank,3764702488,SSCE,4,14,Needs Improvement,EMP-00077,Ikeja,79780234456,45353565-7750
EMP-00682,Ngozi,Aliyu,F,21/09/1990,ngozi.aliyu@gtechsol.ng,2.34E+11,Kaduna,Operations,Operations Officer,Contract,Active,11/8/2022,,"#291,000",First Bank,9929387132,Ph.D,17,21,5,EMP-00267,lag hq,72487641261,99858938-6964
EMP-00546,NNAMDI,Ajayi,m,28/08/1999,nnamdi.ajayi@gtechsol.ng,2.34E+12,Rivers,operations,Operations Manager,FULL-TIME,Active,13/03/2020,,"??367,000",Sterling Bank,1897508886,B.Eng,13,21,Outstanding,EMP-00508,Ikeja,71580097140,36561786-5090
EMP-00937,Kayode,Okafor,male,10/27/1984,kayode.okafor@gtechsolutions.com.ng,793460948,Kaduna,Technology,Product Manager,CONTR,Active,3/18/2023,,"N852,000",Access Bank,"6,564,405,119",#N/A,12,2,Good,EMP-00908,lag hq,70616684648,28184531-1507
EMP-00209, Oluwakemi,Akintola,FEMALE,10/8/1976,oluwakemi.akintola@gtechsolutions.com.ng,2.34E+12,Osun,LEGAL,Compliance Officer,FT,Active,29-Jan-18,,678000 NGN,Fidelity Bank,8557470772,B.Sc,12,15,Good,EMP-00732,Wuse II,32181227645,92844702-4999
EMP-00036,CHUKWUEMEKA,adeola,MALE,13.03.1984,chukwuemeka@g-tech.com.ng,2.34E+11,Cross River,Customer Service Dept,CS Team Lead,CONTRACT,Active,6/4/2024,,247000,UBA,9392515666,Ph.D,16,7,Average,EMP-01082,Abuja Office,10883982258,NIL
EMP-00075,NKIRUKA,Chukwu ,Ms,05.03.1993,nkiruka.chukwu@g-tech.com.ng,2.34E+12,Ogun,human resources,Learning & Development Officer,Part Time,Active,13-May-20,,"??340,000",FCMB,"5,781,753,301",B.A,20,15,C,EMP-01194,Port Harcourt Branch,84257991366,12222998-4315
EMP-00922,TOLU, Fashola,F,25-Apr-97,tolu.fashola@gtechsol.ng,794609285,Bayelsa,executive,Chief Financial Officer,Contractor,Active,5-Jun-19,,"??2,322,000",Sterling Bank,516862710,SSCE,21,5,3,,Ikeja,61080103022,28774471-4434
EMP-01129,kayode,Aliyu ,Male,11/5/1997,kayode129@gtechsol.ng,878330359,Cross River,Legal Dept,TBD,Contract,Terminated,9-Oct-22,4/12/2024,441000 NGN,Ecobank,1848828153,B.Eng,24,5,Needs Improvement,EMP-00236,Lagos HQ,45982781470,68319000-5933
EMP-00904,Nneka,Okonkwo,Ms,12/9/1990,nneka@gtechsol.ng,0089-247-1016,NULL,sales,Senior Sales Rep,PART-TIME,Terminated,26/10/2021,16.08.2023,"N497,000",Keystone Bank,"5,466,712,681",Ph.D,16,10,B,NULL,Lagos Island,64308132225,59746694-1312
EMP-00251,Chukwuemeka,Obi,male,5/28/1989,obi.chukwuemeka@gtechsolutions.com.ng,2.34E+12,Nasarawa,EXECUTIVE,Chief Executive Officer,Part-Time,Active,30-Jan-21,,"N2,389,000",NULL,988671515,NULL,22,15,D,,Abuja Office,22990775608,Unknown
EMP-01246,KEHINDE,Adeyemi,female,1/26/1995,kehinde.adeyemi@gtechsolutions.ng,813960560,Imo,Marketing Dept,Content Strategist,Full-Time,Active,11-Jun-22,,NGN 328000,,2960332109,MBA,NIL,15,3,EMP-00294,Lekki,52059354157,41537171-9124
EMP-00876,Dele,Abdullahi,Mr,6/7/1990,dele.abdullahi@gtechsolutions.ng,741730932,Kano,human resources,Recruitment Specialist,full-time,Suspended,7/29/2020,,363000,Zenith Bank,6531797281,M.Sc,4,20,Meets Expectations,EMP-01312,VI Office,82632189451,84728817-9574
EMP-01384,GBEMI,Eze,MALE,6-Mar-85,gbemi384@gtechsolutions.com.ng,0084-378-3786,Ekiti,Technology,Not Available,Full-Time,Active,10/7/2018,,"#866,000",UBA,7200865273,SSCE,17,Unknown,4,EMP-00407,Wuse II,99172352881,22855074-4118
EMP-01187,Muyiwa,Akintola,m,8/4/2000,akintola.muyiwa@gtech-solutions.ng,2.34E+12,Abuja,LEGAL,Legal Officer,Full-Time,Active,5/1/2023,,"#482,000",GTBank,4568966831,M.Sc,22,7,Outstanding,EMP-00349,GRA PH,6359312151,16242354-1496
EMP-00892,Tunde,afolabi,MALE,7-Nov-82,tafolabi@g-tech.com.ng,2.34E+12,Ondo,Marketing Dept,Brand Manager,Full Time,Suspended,23/06/2020,,189.0K,Fidelity Bank,"8,903,905,660",HND,18,15,4,EMP-01402,Kano Office,89105482562,74949243-4488
EMP-00455, Kayode,Taiwo,Mr,2-Sep-92,taiwo.kayode@g-tech.com.ng,+234 073 390 6541,Bayelsa,sales,Sales Manager,Contractor,Active,9/12/2022,,"#466,000",Stanbic IBTC,3318650511,M.Sc,6,7,3,EMP-00741,Ikeja,29911549044,21419363-9541
EMP-00870,Amaka,Adeyemi,Ms,21-Sep-80,adeyemi.amaka@gtech-solutions.ng,2.34E+12,Unknown,Marketing,Marketing Analyst,PT,Active,25.09.2024,,216.0K,Fidelity Bank,"6,188,049,277",Ph.D,2,15,D,EMP-00005,lag hq,96061694135,33063373-9879
EMP-01212,oluwatobi, Ogundimu,MALE,12/1/1991,oluwatobi.ogundimu@g-tech.com.ng,2.34E+12,Enugu,Technology,Software Developer,Part-Time,Active,2/8/2025,,833000,TBD,"8,962,695,259",B.A,3,12,A,EMP-00688,Kano Office,12552500308,72548277-4283
EMP-01295,Bisi ,Nzeka,f,06.05.1997,bisi.nzeka@g-tech.com.ng,877690724,Imo,SUPPLY CHAIN,Supply Chain Analyst,Part-Time,Active,27/09/2018,,NGN 300000,Keystone Bank,2362346361,M.Sc,10,15,Exceeds Expectations,EMP-00613,VI Office,70207397016,26727478-7929
EMP-00497,BOLU, Nzeka,male,3/18/1999,bolu.nzeka@g-tech.com.ng,2.34E+12,Not Available,TECHNOLOGY,DevOps Engineer,CONTRACT,Active,23-Jun-24,,557.0K,Sterling Bank,4510852953,B.A,6,0,Exceeds Expectations,EMP-00751,Abuja Office,87921046627,12403362-2600
EMP-01005, Bisi,Nwofor,F,25.05.1988,bnwofor@gtechsol.ng,2.34E+12,Plateau,Legal Dept,Compliance Officer,Full-Time,Terminated,4-Nov-23,18-Nov-24,577.0K,Ecobank,298491104,N/A,12,14,B,EMP-01278,Abuja Office,52792008546,23681900-7920
EMP-00828,Sola,Adewale ,Male,10/12/1981,sola@gtechsolutions.com.ng,708681552,Osun,Human_Resources,Learning & Development Officer,Contractor,Active,13/06/2021,,309.0K,Keystone Bank,"5,759,040,834",B.A,21,14,4,EMP-00927,Lekki,24741516329,65800118-2054
EMP-00508,Ronke,Nwofor,female,9/16/1991,ronke_nwofor@gtech-solutions.ng,+234 076 932 1087,Ogun,SALES,Sales Executive,Contractor,Active,4/27/2024,,"??401,000",N/A,"9,724,584,843",HND,10,7,Exceeds Expectations,EMP-01463,Ikeja,96546628973,80044065-7186
EMP-00372,adunola,Okonkwo,female,4/22/1979,adunola@g-tech.com.ng,2.34E+12,Cross River,Legal,Company Secretary,part-time,Inactive,4-Apr-19,,"N254,000",TBD,4266119897,OND,1,10,Needs Improvement,EMP-00721,Wuse II,24432362216,61600243-7265
EMP-00006,Blessing,balogun,f,9-Mar-92,bbalogun@g-tech.com.ng,733253031,Delta,Marketing Dept,Digital Marketing Officer,FT,Active,3/21/2024,,"??469,000",Polaris Bank,831664825,SSCE,10+ years,10,D,EMP-00876,Abuja Office,28059826204,15354599-6862
EMP-01258,Ifeoma,adesanya,Ms,14/05/1984,iadesanya@gtechsolutions.ng,0079-791-4123,Delta,legal,Legal Manager,contract,Active,31.01.2020,,"#546,000",Ecobank,"2,875,416,232",M.Sc,4,10,C,EMP-01200,lagos hq,59607124084,61353675-6876
EMP-01055,Wale,Fashola,Male,22-Sep-80,wale.fashola@gtechsolutions.ng,+234 079 395 6857,Imo,Legal,Legal Manager,Contract,On Leave,5/27/2023,,294000,FCMB,6258160573,B.A,17,10,Good,EMP-01130,lag hq,61040867325,62714953-9246
EMP-00928,Niyi,TAIWO,M,4/15/1995,taiwo.niyi@gtechsolutions.ng,2.34E+12,Kano,Human Resources Dept,HR Manager,Full-Time,Active,6/9/2020,,NGN 372000,Polaris Bank,1235689031,MBA,5 yrs,14,C,EMP-00515,Abuja Office,31151968394,50417759-3586
EMP-00254, Niyi, Taiwo,M,27-Apr-84,niyi@g-tech.com.ng,2.34E+12,Plateau,Finance,Treasury Officer,Part Time,Active,3/29/2021,,296000,Fidelity Bank,"5,565,268,364",Ph.D,23,12,D,EMP-00356,lagos hq,33952753674,71616570-9804
EMP-00403, Bolu,ogundimu,m,23-Jun-00,bolu.ogundimu@g-tech.com.ng,787129838,Kaduna,FINANCE,Finance Analyst,Contract,Active,12/22/2020,,"#372,000",Stanbic IBTC,"6,696,832,837",B.A,7,14,Needs Improvement,EMP-00661,Ikeja,87680570237,21905405-9881
EMP-00819,Taiwo,Adesanya,Female,11/7/1995,taiwo@gtech-solutions.ng,2.34E+12,Kano,Marketing Dept,Marketing Executive,Full-Time,Active,14/11/2020,,319000,GTBank,2865845787,B.A,5 yrs,0,2,EMP-01484,Lagos Island,88609692533,23305600-1244
EMP-00621,Bola,Oduya,FEMALE,2/5/1980,bola.oduya@gtechsol.ng,733365308,Benue,Executive Dept,Chief Financial Officer,part-time,Suspended,3-May-20,,NGN 2832000,FCMB,5122677238,M.Sc,25,NIL,Excellent,,Ikeja,36903034136,35373612-3048
EMP-00479, Kelechi,ADESANYA,male,25.02.1985,kelechi.adesanya@gtech-solutions.ng,2.34E+12,Imo,Human Resources Dept,HR Business Partner,CONTR,Active,08.02.2021,,358000 NGN,Access Bank,9255377751,B.A,15,0,4,EMP-00263,GRA PH,NIL,44339270-9364
EMP-01343,Obinna,Babatunde,M,12/1/1980,obinna343@gtechsolutions.com.ng,851339533,Imo,CUSTOMER SERVICE,Customer Service Rep,Part Time,Terminated,24/01/2021,03.10.2024,"#182,000",Keystone Bank,5642224446,B.A,13,20,Excellent,,Lagos - Head Office,32663456450,45592259-1545
EMP-00124,Niyi,Adegoke,M,3-Mar-89,niyi_adegoke@g-tech.com.ng,0071-400-9366,Lagos,Executive Dept,Chief Executive Officer,CONTRACT,Active,2/28/2022,,3091000 NGN,UBA,693108215,B.Eng,20,10,C,,Ikeja,28703203207,Unknown
EMP-01434,Dele,Oduya,MALE,04.04.1996,dele.oduya@gtech-solutions.ng,2.34E+13,Kano,sales,Account Manager,Part Time,Active,09.12.2023,,"N262,000",UBA,294937005,OND,,14,A,EMP-01349,Lekki,56880109997,45327929-9752
EMP-00298,KEHINDE,Taiwo ,FEMALE,26-Nov-95,kehinde.taiwo@g-tech.com.ng,0076-999-5078,Kaduna,Supply Chain Dept,Warehouse Manager,Contract,Active,2/28/2020,,"#292,000",First Bank,1919506215,Ph.D,19,5,2,EMP-00036,GRA PH,55610399529,12293584-2592
EMP-00923,Yetunde ,Afolabi ,FEMALE,5-Nov-82,yetunde.afolabi@gtechsol.ng,2.34E+11,Bayelsa,finance,Finance Manager,Full-Time,Active,25/03/2024,,312000 NGN,Keystone Bank,1964046033,OND,15,20,Average,EMP-01309,GRA PH,26842326355,65636063-1665
EMP-01327,Chioma, Yusuf,FEMALE,6/11/1975,chioma_yusuf@g-tech.com.ng,2.34E+12,Cross River,Marketing,Digital Marketing Officer,CONTRACT,Active,5-Aug-20,,275000 NGN,Sterling Bank,1765348545,B.Eng,6,2,Needs Improvement,EMP-01042,Abuja Office,99909101026,N/A
EMP-00138,Muyiwa,HARUNA,m,9-Jan-82,muyiwa_haruna@g-tech_com_ng,849314364,n/a,Technology Dept,Product Manager,part-time,Active,25.07.2022,,"??780,000",Polaris Bank,379185779,MBA,7,10,TBD,EMP-00050,LAGOS HQ,43173505831,93156815-8184
EMP-01141, Chinedu,SULEIMAN,Male,27/07/1991,chinedu.suleiman@g-tech.com.ng,2.34E+12,Enugu,supply chain,Warehouse Manager,Full Time,Active,06.02.2024,,264.0K,Zenith Bank,141866030,Ph.D,1,10,Good,EMP-00491,Lekki,54894338053,65162610-4789
EMP-00143,Tunde ,Chukwu,M,26-Jun-84,tunde.chukwu@gtechsolutions.ng,2.34E+12,Abuja,FINANCE,Senior Accountant,CONTR,Active,9/10/2021,,"#561,000",Keystone Bank,6155277595,OND,18,15,Average,EMP-00385,lagos hq,77805292407,57601987-6567
EMP-01145,Okechukwu ,YUSUF,M,21-Jun-94,oyusuf@g-tech.com.ng,2.34E+12,Ondo,Supply_Chain,Warehouse Manager,contract,Active,6/4/2021,,"#380,000",Ecobank,3748762866,MBA,21,21,2,EMP-00410,Kano Office,32640819444,#N/A
EMP-00118,DOTUN,Fayemi,M,10/13/1990,dotun.fayemi@gtech-solutions.ng,2.34E+11,Imo,OPERATIONS,Process Analyst,CONTRACT,Active,18-Mar-24,,"??350,000",Polaris Bank,"4,281,402,873",B.A,12,0,4,EMP-00640,lagos hq,41520850769,Unknown
EMP-00507,Adunola, Suleiman,F,17/02/1982,asuleiman@gtechsolutions.ng,2.34E+12,Edo,CUSTOMER SERVICE,CS Manager,Part Time,Active,12/22/2021,,169.0K,GTBank,1433689712,B.Eng,16,n/a,Below Average,EMP-01409,Abuja Office,26154872012,17727857-3269
EMP-00382,Sade,Lawal ,F,06.04.1976,sade.lawal@gtechsolutions.com.ng,759943029,Lagos,Finance Dept,Finance Analyst,FT,Active,4/19/2018,,483000,Stanbic IBTC,2828468280,B.A,2,15,D,EMP-00535,Port Harcourt Branch,42218834581,10996386-5956
EMP-00526,Obinna,Musa,MALE,11/21/1978,musa.obinna@gtechsol.ng,902641846,Anambra,SUPPLY CHAIN,Supply Chain Analyst,CONTR,Active,5/12/2020,,346000,UBA,3908511057,B.A,n/a,14,1,EMP-01136,Lagos - Head Office,23126532735,54428021-2947
EMP-00153,Yetunde,lawal,FEMALE,9/8/1996,ylawal@gtechsol.ng,+234 084 381 9458,Anambra,TECHNOLOGY,DevOps Engineer,PT,Active,12/23/2018,,811000 NGN,FCMB,"3,167,397,784",M.Sc,22,5,Exceeds Expectations,EMP-01417,Kano Office,91566863341,24949509-2460
EMP-00231,Chiamaka,Adesanya,Female,5/1/1991,chiamaka231@gtechsolutions.com.ng,812368490,Delta,TECHNOLOGY,IT Support,full-time,Not Available,3-Dec-20,,482000 NGN,Not Available,6377359759,B.Sc,20,20,A,EMP-01400,GRA PH,27282709081,NULL
EMP-01379,BOLU,Onuoha,M,8/8/1976,bolu_onuoha@g-tech.com.ng,2.34E+13,Bayelsa,HUMAN RESOURCES,HR Officer,Contract,Active,12/13/2024,,"N155,000",Polaris Bank,5536470155,OND,8,20,Average,EMP-01416,Kano Office,66391890091,10078828-8813
EMP-00201,Oluwakemi,yusuf,Female,06.08.1988,oluwakemi_yusuf@g-tech.com.ng,0075-431-1279,Benue,Finance,Accountant,Full-Time,Active,26-Oct-19,,242000 NGN,FCMB,"5,627,846,358",M.Sc,12,5,Meets Expectations,EMP-01258,VI Office,47735228705,
EMP-01463,Obinna,Babatunde,Mr,8/28/1980,obinna_babatunde@gtech-solutions.ng,796807029,Anambra,Customer Service Dept,Customer Service Rep,PT,Active,12/4/2020,,195000,Zenith Bank,2759434936,M.Sc,5,12,Unknown,EMP-00287,Kano Office,83523391998,66110029-3267
EMP-00142,Oluwakemi,AKINTOLA,female,4/15/1982,oluwakemi_akintola@gtechsol.ng,2.34E+13,Delta,Legal,Legal Manager,Contractor,Active,3/6/2023,,453000,Fidelity Bank,"8,355,075,124",SSCE,NIL,21,D,EMP-00838,Ikeja,60273415148,96389831-2280
EMP-00071,Uche ,GARBA,MALE,2/6/1997,uche.garba@gtechsolutions.com.ng,0090-220-9981,Rivers,Supply Chain,Procurement Officer,Full Time,Active,22-Apr-20,,"#342,000",First Bank,432251055,B.Eng,1 year,21,Good,EMP-00149,Wuse II,49147660728,62478133-9941
EMP-00361,uzoamaka,Onuoha ,female,18-May-99,uzoamaka361@gtechsolutions.com.ng,2.34E+12,Anambra,Finance,Internal Auditor,CONTR,Active,3/19/2025,,498000,Zenith Bank,645771198,OND,6,10,5,EMP-00205,lag hq,NIL,63600694-8350
EMP-00777, Chukwuemeka,Taiwo,m,25/04/1993,ctaiwo@g-tech.com.ng,0077-845-2935,Ekiti,Sales,Senior Sales Rep,FULL-TIME,Active,12/13/2019,,462.0K,GTBank,708789637,SSCE,8,5,N/A,EMP-01048,lag hq,56230678019,75929505-1612
EMP-00465,Jok3, Adeyemi,Female,11/8/1988,joke_adeyemi@gtechsol.ng,753864474,Kano,LEGAL,Company Secretary,full-time,Active,1/9/2020,,533000 NGN,Polaris Bank,3821202205,Ph.D,9,0,3,#N/A,Ikeja,11861564099,51463789-9109
EMP-00634,Oluwaseun ,Adegoke,m,9/23/1998,oluwaseun634@gtechsolutions.ng,0086-764-1354,Bayelsa,Finance Dept,Senior Accountant,Contractor,Suspended,7/17/2018,,"N625,000",FCMB,8488903450,B.Sc,14,12,Average,EMP-00614,lag hq,83318380169,45950912-8682
EMP-01064,Bolu,Ogundele,Male,6/7/1994,bogundele@gtechsol.ng,2.34E+13,Cross River,Technology,Software Developer,Part-Time,Active,4/8/2019,,728000,Stanbic IBTC,6186742914,n/a,4,20,Needs Improvement,EMP-00776,LAGOS HQ,51193883090,Unknown
EMP-01233,Kunle,Nwofor ,MALE,11/2/1990,kunle233@g-tech.com.ng,2.34E+13,Lagos,Human_Resources,Learning & Development Officer,full-time,n/a,3-May-22,15.07.2024,276.0K,Access Bank,114545916,OND,5,7,N/A,EMP-01111,VI Office,#N/A,74903150-5765
EMP-00946,Chiamaka,Ibrahim,female,7-Jul-77,ibrahim.chiamaka@gtechsolutions.ng,+234 070 644 2637,Abuja,Legal,Legal Manager,Contract,Suspended,17/12/2019,,369000,Sterling Bank,6935726372,Ph.D,17,21,Exceeds Expectations,EMP-01089,lagos hq,86514660170,56967722-4881
EMP-01189,Wale,Ibrahim,MALE,3/4/1986,wibrahim@gtechsolutions.com.ng,2.34E+12,Anambra,Supply Chain,Logistics Coordinator,FULL-TIME,Active,4/5/2021,,275000,Sterling Bank,3261007751,B.Eng,3,12,Below Average,EMP-00707,GRA PH,94474015866,47922969-3813
EMP-00645, Oluwakemi,Adeola,female,12/28/1982,oluwakemi.adeola@gtechsolutions.ng,708980680,Abuja,operations,Operations Officer,PT,Active,09.01.2021,,310000 NGN,Ecobank,"5,584,657,798",B.Sc,7,15,Meets Expectations,Not Available,Ikeja,n/a,91234500-5466
EMP-00779, Sola,Onuoha,Male,11/26/1992,sola_onuoha@gtechsol.ng,2.34E+11,Ogun,Marketing,Brand Manager,CONTRACT,Active,23-Jan-22,,"??442,000",Polaris Bank,"7,240,100,770",B.A,10+ years,14,Good,EMP-00982,Port Harcourt Branch,98816103763,NIL
EMP-00311,Femi,Ogundele ,Male,18-Sep-81,femi.ogundele@gtechsol.ng,+234 090 379 1018,Bayelsa,Technology Dept,DevOps Engineer,part-time,Terminated,6/19/2022,28/11/2023,"#550,000",FCMB,5223195646,B.A,n/a,12,Meets Expectations,EMP-00547,Kano Office,34001816778,18987335-7962
EMP-00629,Wale,Babatunde,Mr,26-May-80,wbabatunde@gtechsolutions.ng,2.34E+13,Edo,operations,Operations Officer,full-time,Active,2/20/2025,,135000,Access Bank,1421859972,Ph.D,12,21,A,EMP-01368,Lagos Island,#N/A,43746208-4106
EMP-01471,Nkiruka,Adeyemi,female,8/10/1986,nadeyemi@gtechsolutions.ng,835058968,Plateau,Supply_Chain,Warehouse Manager,PART-TIME,Terminated,28.08.2024,4/15/2025,"#269,000",Fidelity Bank,9529413122,OND,N/A,15,B,EMP-00807,LAGOS HQ,15630759257,71578207-8670
EMP-01483,Niyi ,okonkwo,M,9/2/1997,niyi.okonkwo@gtechsol.ng,2.34E+12,Kaduna,Customer Service Dept,Customer Experience Officer,contract,Active,10-Dec-18,,115000 NGN,Ecobank,2701153974,M.Sc,5 yrs,5,Meets Expectations,EMP-01056,lag hq,11582702452,85632908-3865
EMP-00933,Kemi ,Garba ,Ms,7/26/1999,garba.kemi@gtechsolutions.ng,+234 070 591 6555,Cross River,Legal Dept,Company Secretary,PART-TIME,Terminated,26-Dec-23,5/29/2024,"??400,000",Keystone Bank,9552427161,B.Eng,3,20,Below Average,EMP-01440,Lagos HQ,98113008433,48866298-2379
EMP-01014,lola,obi,f,6/12/1986,lola.obi@gtechsolutions.com.ng,2.34E+12,Benue,Executive,Chief Financial Officer,Contract,Active,28-Mar-18,,"#896,000",Keystone Bank,7302700314,B.Sc,N/A,20,Outstanding,,lag hq,26831562420,60235417-2133
EMP-01410,Gbemi,Okafor,MALE,25-Mar-75,gokafor@gtech-solutions.ng,+234 074 102 4722,Edo,supply chain,Logistics Coordinator,full-time,Active,26-Jul-18,,398000,Keystone Bank,"5,517,090,527",SSCE,14,10,Good,EMP-00137,lagos hq,23550440571,98661405-8069
EMP-01447,Kehinde,Nwachukwu,f,08.03.1975,kehinde_nwachukwu@gtechsolutions.com.ng,901460719,Anambra,Sales,Senior Sales Rep,PT,Active,3/5/2020,,NGN 408000,First Bank,8790291895,HND,12,5,Below Average,EMP-01081,Lagos Island,71334181291,60476205-9872
EMP-01475,Muyiwa, Haruna,Mr,5/13/1980,muyiwa_haruna@g-tech.com.ng,+234 087 916 3176,Enugu,Technology,Systems Administrator,Contractor,Active,12/13/2023,,NGN 507000,Polaris Bank,562971174,OND,5,20,Excellent,EMP-00393,LAGOS HQ,29151639451,83265204-6546
EMP-00992,Segun,Suleiman ,male,5-May-84,segun.suleiman@gtechsolutions.com.ng,2.34E+12,Imo,Supply Chain,Procurement Officer,CONTR,Terminated,08.06.2020,30/06/2021,196000 NGN,Stanbic IBTC,1089673225,MBA,22,5,5,EMP-01029,Lagos Island,61999710818,29690665-2817
EMP-01056,Babatunde ,LAWAL,M,2/12/1983,babatunde056@gtechsol.ng,802167076,Cross River,Operations,Process Analyst,Contractor,Active,6-Mar-20,,"??324,000",GTBank,6957889601,B.Eng,1,5,5,EMP-01007,Lekki,38137895623,40314308-6987
EMP-00161,Yetunde,Ogundele,f,06.01.1985,yetunde_ogundele@gtechsol.ng,2.34E+11,Oyo,Legal,Company Secretary,Part Time,Active,3/23/2020,,"#345,000",Fidelity Bank,850369909,HND,1,12,Not Available,EMP-00880,Unknown,44716392823,25437721-5317
EMP-00606,Chidinma,Obiora,female,6-Feb-78,chidinma606@gtech-solutions.ng,2.34E+12,Osun,Operations,Operations Manager,CONTRACT,Active,23-Dec-24,,"N227,000",GTBank,5639330551,B.Sc,17,7,C,EMP-00685,GRA PH,381803648,22439236-1613
EMP-00163, Uzoamaka, Abdullahi,f,2/3/1989,abdullahi.uzoamaka@g-tech.com.ng,2.34E+11,Kaduna,executive,Chief Operating Officer,Full Time,Active,3/12/2019,,"#3,265,000",Ecobank,"2,185,183,112",B.Eng,18,12,Below Average,,Lekki,80294240903,63350718-9110
EMP-00167,Yinka,Adesanya,F,25-Mar-79,adesanya.yinka@gtech-solutions.ng,2.34E+12,Edo,Technology,Systems Administrator,FT,Active,19.05.2022,,"N739,000",UBA,3816872014,MBA,18,7,C,EMP-01421,Kano Office,35030587210,58433612-3283
EMP-00977,Joke ,Yusuf,Female,7/14/1999,joke.yusuf@gtechsol.ng,2.34E+12,Kaduna,Human Resources Dept,Learning & Development Officer,contract,Unknown,27.09.2023,,182000,Fidelity Bank,977298867,B.Eng,7,14,1,EMP-00533,lag hq,1823320025,39897930-1705
EMP-00754,remi,Adeleke ,M,11/4/1977,radeleke@gtechsolutions.com.ng,+234 071 637 6993,Rivers,Legal,Legal Manager,Contract,Active,9/19/2021,,NGN 427000,Fidelity Bank,"4,966,211,093",B.Eng,3,14,B,EMP-00189,Lagos HQ,34010265576,71933148-7064
EMP-00815,Oluwakemi,Aliyu,Female,6-Dec-91,oaliyu@gtechsolutions.ng,2.34E+13,Rivers,marketing,Unknown,Full-Time,Active,6/30/2024,,NGN 267000,FCMB,5387874765,OND,10,15,A,EMP-01270,Wuse II,56508692270,54686408-3132
EMP-01454,Ronke,Nwofor ,f,13-Jun-94,rnwofor@gtechsol.ng,908065031,Nasarawa,Executive Dept,Chief Operating Officer,PT,Active,9-Dec-22,,2278000 NGN,First Bank,3265870821,B.Sc,25,15,Needs Improvement,,lagos hq,83849169715,63253788-3363
EMP-00258, Akin,eze,Male,2/9/1999,akin258@gtechsol.ng,+234 077 128 8262,Bayelsa,Human Resources,HR Officer,CONTRACT,Inactive,4/11/2023,,"N215,000",Access Bank,"4,182,978,511",Ph.D,17,20,Good,NULL,lag hq,95947372132,15673858-2098
EMP-01448,Obinna,afolabi,Male,28/10/1975,oafolabi@g-tech.com.ng,2.34E+13,Unknown,Marketing,Brand Manager,PT,Active,10/7/2023,,NGN 324000,FCMB,"3,229,749,643",SSCE,18,2,Average,EMP-01342,Lagos HQ,366758082,40831747-4600
EMP-00461,kelechi,ADEGOKE,M,24.07.1976,kelechi461@gtechsol.ng,+234 077 570 0297,Oyo,Executive,Chief Financial Officer,part-time,Active,25-Aug-18,,NGN 3250000,FCMB,3550605518,M.Sc,23,14,Exceeds Expectations,,GRA PH,84974997990,28095485-2744
EMP-01345,Bolu, Chukwu,m,8/11/1982,bolu.chukwu@gtechsolutions.com.ng,0070-257-5308,Lagos,Marketing,Digital Marketing Officer,Part Time,Active,2/26/2018,,"N475,000",GTBank,"8,021,817,643",MBA,1,2,A,EMP-00609,VI Office,52537094206,88575352-6309
EMP-01289,Adaora,Chukwu,Female,10.06.1988,adaora289@gtechsolutions.ng,0070-520-9123,Ekiti,Customer Service Dept,Customer Service Rep,CONTR,Active,1-Jun-21,,"#225,000",Fidelity Bank,8553820240,MBA,15,0,Needs Improvement,N/A,Wuse II,3155677521,65148352-4201
EMP-01024,Chidinma,ODUYA,f,8/4/1985,coduya@gtechsolutions.ng,2.34E+12,Oyo,Operations,Operations Coordinator,PT,Active,9/5/2020,,"??166,000",First Bank,"2,434,856,565",B.Eng,19,20,Meets Expectations,EMP-01291,lagos hq,66858677895,28405833-6028
EMP-00255,Nkiruka, Eze,F,21-Jul-76,nkiruka.eze@g-tech.com.ng,2.34E+12,Imo,Technology Dept,Software Developer,Full Time,Terminated,2/13/2020,8/17/2021,"??756,000",N/A,"9,520,646,325",HND,5,14,Not Available,EMP-01279,Lagos Island,33999485320,52509142-4602
EMP-01458,Chidi,ADESANYA,M,17-Feb-78,adesanya.chidi@gtechsol.ng,2.34E+12,Abuja,operations,Process Analyst,contract,Active,25-Oct-20,,322000,Stanbic IBTC,8978465969,HND,25,2,Needs Improvement,EMP-00655,Wuse II,78638124057,88582346-3510
EMP-01050,Nkiruka,SULEIMAN,FEMALE,26-Mar-76,nkiruka.suleiman@g-tech.com.ng,885841588,Ekiti,Sales Dept,Account Manager,Part-Time,Active,11.10.2023,,430000,Access Bank,2313942141,SSCE,6,15,NIL,EMP-00186,Lagos HQ,93336770529,28349043-6790
EMP-00979,Funmilayo,Obi,f,14.08.1986,funmilayo979@gtechsolutions.ng,2.34E+12,Delta,marketing,Marketing Executive,Contract,Active,16/11/2018,,167000,#N/A,"6,132,619,258",HND,9,15,A,EMP-01268,Port Harcourt Branch,224223716,51756971-4735
